,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Country Name,ISO,Indicator,Summary Range,Summary Range Years
0,0.01228501228501222,0.066747572815534,0.16382252559726962,0.14467253176930606,-0.029888983774551736,0.021126760563380254,-0.08362068965517244,0.007525870178739512,0.11391223155929042,0.0008382229673091768,0.05025125628140703,0.1395534290271132,-0.10076976906927926,0.021789883268482642,-0.003732022684939329,0.012003278608264887,Albania,ALB,Production CO2 Emissions Annual Change,-0.0002817336767473328,2000-2015
1,-0.045459973727160485,-0.04136953167354773,0.07782659764214572,0.0184856312560544,-0.03285250059443612,0.19704978488014727,-0.055658246046416,0.08235464694794836,0.007334226389819287,0.10093420658931483,-0.018571644269968383,0.016861538461538483,0.0726216412490921,0.03252651771609116,0.07258400607665894,0.04238560467825448,Algeria,DZA,Production CO2 Emissions Annual Change,0.08784557840541496,2000-2015
2,0.021428571428571352,0.0,0.013986013986013734,0.006896551724137946,0.0547945205479452,0.01948051948051943,-0.05095541401273895,-0.013422818791946293,0.0,-0.04081632653061229,0.0,-0.049645390070921835,0.0,0.0,0.007103760179393293,0.007375926154006284,Andorra,AND,Production CO2 Emissions Annual Change,-0.014052645274565071,2000-2015
3,0.04205046055266326,0.019984627209838512,0.3014318010550112,-0.28430804863925874,1.0732200647249193,0.019317073170731724,0.16232771822358338,0.12961133069828712,0.02216066481994461,0.08101554699757507,0.04552051721863037,0.04416961130742058,0.1007976794778822,-0.0279973649538866,-0.0005451407314449597,0.016048384010259875,Angola,AGO,Production CO2 Emissions Annual Change,-0.026002076542403385,2000-2015
4,-0.010526315789473715,0.0,0.05319148936170226,0.07070707070707072,0.04716981132075482,0.009009009009008915,0.03571428571428581,0.10344827586206916,0.0234375,0.06106870229007644,0.02877697841726623,-0.020979020979021046,0.021428571428571352,0.0,0.02433219536245401,0.02247302057558653,Antigua and Barbuda,ATG,Production CO2 Emissions Annual Change,0.032999336365060236,2000-2015
5,-0.03298156325624335,-0.05920899873584262,-0.06735040859979169,0.08297559541311395,0.16678431798436133,0.028691099476439774,0.08220231632283759,-0.0014840516700805886,0.07952523497519404,-0.04836145045569129,0.04421713261064464,0.01976739647972514,0.00378882106431444,-0.013210820290905034,0.006122731812125304,0.013803204223441723,Argentina,ARG,Production CO2 Emissions Annual Change,0.046784767479685074,2000-2015
6,0.14963503649635013,0.022222222222222143,-0.14078674948240155,0.12650602409638556,0.06310160427807499,0.19416498993963785,0.006739679865206405,0.1556485355648536,0.09775524981897177,-0.21569920844327173,-0.03280067283431465,0.1660869565217391,0.15809097688292328,-0.0347714101738571,-0.0059887493844333894,0.023554537444049783,Armenia,ARM,Production CO2 Emissions Annual Change,-0.12608049905230034,2000-2015
7,0.017955415932855656,0.022201258055680517,0.011765745331966173,0.0179200924607692,0.03576334472216125,0.010646569184282084,0.014401555549579559,0.019641224368415425,0.013593658492165872,0.010416271045577076,-0.005502495249324779,-0.006143423852283614,0.006830026334106343,-0.023492703520774042,-0.009541084823341263,0.016826373688693552,Australia,AUS,Production CO2 Emissions Annual Change,-0.001129042244162104,2000-2015
8,0.009360468494134631,0.06072792886214939,0.025990526906463085,0.08176405308478762,0.00467860843409329,0.015301949190264175,-0.033340875679415016,-0.03466357953347088,-0.002717921980145865,-0.08618676041410545,0.07164458832118137,-0.030395747665266537,-0.03737543427338563,0.003817837497612775,-0.05436600401516145,0.03548611564760451,Austria,AUT,Production CO2 Emissions Annual Change,0.02612564715346988,2000-2015
9,0.032593353009110926,-0.02497825276500565,0.02931430028039772,0.033803863298662584,0.04814947897951849,0.07004913724145799,0.14064502349423336,-0.22104671847205304,0.163701923076923,-0.1014253253460028,-0.03839080459770128,0.09024623475974193,0.06304133318715044,0.002475247524752477,0.04679759755394541,0.0282322373285846,Azerbaijan,AZE,Production CO2 Emissions Annual Change,-0.004361115680526325,2000-2015
10,-0.004376367614879696,-0.05934065934065935,0.004672897196261738,-0.0372093023255814,0.13526570048309172,0.010638297872340495,-0.04421052631578948,0.015418502202643403,-0.11496746203904562,0.09803921568627436,0.5000000000000002,-0.2261904761904761,0.00576923076923075,0.6214149139579348,0.02326874964298731,0.02243383200747173,"Bahamas, The",BHS,Production CO2 Emissions Annual Change,0.026810199622351424,2000-2015
